Customer Age,Gender,Education Level,Marital Status,Months on book,Credit Limit,Total Trans Amt,Total Trans Count,Minimum income,Max income
55,M,Uneducated,Married,44,27745,1525,21,120000,120000
49,F,High School,Married,43,4852,3561,73,0,40000
56,M,Graduate,Married,50,6735,1249,28,60000,80000
63,M,Graduate,Married,53,6128,1700,42,40000,60000
41,M,High School,Unknown,36,23124,1959,50,80000,120000
34,M,Unknown,Married,29,3436,1972,37,40000,60000
35,M,Unknown,Married,36,3176,2074,48,120000,120000
44,M,College,Unknown,34,8874,1849,56,120000,120000
38,F,Graduate,Married,34,3402,1767,28,0,40000
52,M,Graduate,Married,43,2689,1356,33,80000,120000
54,M,Uneducated,Married,36,1556,1615,35,0,40000
58,F,High School,Single,36,7372,1707,56,40000,60000
26,M,College,Unknown,13,5713,3323,61,0,40000
27,F,Post-Graduate,Single,22,2965,2553,59,0,40000
33,M,Unknown,Married,26,9819,2198,40,80000,120000
32,M,Uneducated,Single,14,8186,2411,67,60000,80000
58,F,College,Married,49,3846,1815,47,0,40000
45,F,Uneducated,Unknown,30,13131,1795,37,0,40000
48,F,High School,Single,28,2944,3457,61,0,40000
38,M,Post-Graduate,Single,36,34516,1872,52,60000,80000
54,M,High School,Married,38,5660,1569,39,80000,120000
40,F,Graduate,Unknown,30,7554,4150,64,0,40000
35,F,Uneducated,Married,26,2494,2946,57,0,40000
31,M,College,Married,36,25215,2588,48,80000,120000
40,F,College,Married,24,2606,1999,50,40000,60000
52,M,Graduate,Single,43,8133,3310,76,80000,120000
57,F,High School,Married,36,3101,1681,32,0,40000
48,M,Graduate,Divorced,29,24446,3897,75,80000,120000
49,M,High School,Married,39,2361,4316,78,80000,120000
40,M,High School,Single,32,2441,3903,62,40000,60000
45,M,Graduate,Married,41,8532,3242,63,40000,60000
41,M,Unknown,Married,37,16954,3411,60,80000,120000
36,M,Graduate,Single,17,2900,2631,72,80000,120000
37,F,Graduate,Single,36,6827,2621,49,0,40000
44,F,College,Divorced,34,4513,3164,62,40000,60000
52,M,College,Married,47,27347,4040,77,120000,120000
42,F,High School,Married,36,1676,4381,77,0,40000
62,F,Graduate,Married,50,2802,1757,33,0,40000
49,M,Post-Graduate,Married,45,23870,1885,39,80000,120000
30,F,Graduate,Single,17,4868,2907,69,0,40000
50,M,Uneducated,Single,45,20437,4166,66,60000,80000
32,M,High School,Divorced,26,2239,2466,60,60000,80000
32,F,Graduate,Single,28,2428,3007,84,0,40000
49,M,Post-Graduate,Single,44,15027,3533,59,60000,80000
37,M,Doctorate,Single,32,32056,2730,68,120000,120000
42,F,College,Single,31,34516,3415,79,0,0
36,M,Unknown,Single,29,5346,2283,51,80000,120000
52,F,Unknown,Married,36,2143,1353,36,0,40000
48,M,Uneducated,Single,40,34516,3927,68,60000,80000
29,M,Unknown,Single,19,23507,2650,65,60000,80000
33,F,Post-Graduate,Married,28,1864,2607,44,40000,60000
36,M,College,Single,24,23032,2787,73,60000,80000
36,F,High School,Married,36,4277,1855,49,0,40000
56,F,High School,Married,41,2771,1706,27,40000,60000
28,M,High School,Divorced,36,2265,2306,61,0,40000
31,F,Uneducated,Divorced,19,2853,2697,68,0,40000
44,F,Uneducated,Single,33,3075,3534,53,0,40000
51,F,High School,Married,31,15340,2965,51,0,0
55,M,Graduate,Single,35,3065,3524,69,40000,60000
34,F,Doctorate,Single,28,0,3044,91,0,40000
61,F,Graduate,Single,56,7118,3964,66,40000,60000
37,M,Uneducated,Single,36,11419,3000,70,60000,80000
46,M,Graduate,Married,37,2403,3393,64,40000,60000
47,F,Uneducated,Married,32,2821,1452,38,0,40000
54,M,Graduate,Married,43,2706,1682,39,40000,60000
50,F,Unknown,Single,43,2999,2073,48,0,40000
36,F,High School,Single,28,2226,2660,62,0,40000
37,M,Graduate,Married,31,3351,1910,43,60000,80000
47,M,College,Divorced,36,5570,4129,72,40000,60000
54,M,Unknown,Married,41,10448,1604,39,80000,120000
64,F,High School,Married,56,2174,1755,39,0,40000
48,M,Graduate,Married,38,31501,3742,75,80000,120000
35,M,Uneducated,Single,30,21695,2266,74,60000,80000
49,M,Unknown,Married,36,34516,1805,34,80000,120000
42,M,Unknown,Married,35,13650,1703,53,60000,80000
49,M,Uneducated,Single,36,16156,4160,81,80000,120000
53,F,Graduate,Married,46,2413,1398,24,0,40000
56,M,High School,Married,45,5920,1408,28,80000,120000
41,M,College,Single,28,5841,3817,81,60000,80000
37,M,High School,Single,36,8418,2879,63,60000,80000
30,M,High School,Married,21,2490,2441,53,0,40000
45,M,Post-Graduate,Married,35,20640,1792,53,80000,120000
54,M,High School,Married,37,9453,1688,45,60000,80000
46,M,Graduate,Married,40,7949,3355,58,60000,80000
36,F,College,Single,36,2758,3073,86,0,40000
48,M,Doctorate,Single,41,20148,3921,74,120000,120000
59,F,Doctorate,Single,36,0,1904,47,0,40000
60,M,Uneducated,Single,51,26566,3103,65,80000,120000
44,M,Graduate,Single,34,13477,3866,67,60000,80000
65,M,College,Divorced,42,9706,3435,58,0,40000
46,F,Graduate,Single,41,7457,3162,64,40000,60000
48,M,Graduate,Married,40,34516,3937,80,80000,120000
53,M,High School,Married,47,19081,1536,31,120000,120000
53,F,Uneducated,Married,36,2447,1716,38,0,0
41,M,High School,Single,36,28830,3533,57,80000,120000
37,F,High School,Divorced,22,2563,2064,46,40000,60000
29,F,High School,Single,13,5240,2712,64,0,40000
49,F,Doctorate,Married,44,3397,3295,66,0,40000
47,M,Doctorate,Single,35,1842,4165,67,0,40000
53,F,Unknown,Married,40,2383,1616,37,0,40000
33,M,Graduate,Divorced,21,20791,2883,93,60000,80000
34,M,Graduate,Unknown,27,19900,3948,96,60000,80000
28,F,Graduate,Single,15,32024,2507,64,0,0
36,F,Graduate,Single,28,3701,3222,86,40000,60000
30,F,Graduate,Single,18,4199,3016,67,0,40000
34,M,High School,Single,21,4353,2664,81,40000,60000
38,F,College,Married,36,4913,899,28,40000,60000
39,F,Post-Graduate,Married,22,5454,2674,67,0,40000
32,F,Graduate,Married,26,2172,2945,69,0,0
36,M,Doctorate,Single,26,2845,2396,51,40000,60000
37,F,High School,Single,28,18570,3999,96,0,0
45,M,Uneducated,Married,33,25907,2058,56,60000,80000
38,F,Uneducated,Single,33,2206,1739,35,0,40000
31,M,Graduate,Single,24,12050,2015,46,40000,60000
65,M,High School,Unknown,36,2107,3913,67,0,40000
63,F,Graduate,Married,36,2107,1320,35,0,40000
65,M,Graduate,Married,56,3539,1463,31,0,40000
43,F,College,Married,36,27175,3814,72,0,0
51,M,Graduate,Married,36,17905,4399,64,40000,60000
37,M,Graduate,Married,31,4940,3246,57,60000,80000
55,F,Graduate,Married,43,3161,1547,30,0,0
27,M,Uneducated,Single,36,2464,2636,50,60000,80000
34,F,High School,Married,36,3203,2625,52,40000,60000
32,F,College,Divorced,36,1835,2801,79,0,40000
49,F,Uneducated,Single,39,1993,4075,76,0,40000
39,M,Unknown,Married,27,34516,3448,53,80000,120000
27,M,Post-Graduate,Single,22,7130,2498,37,0,0
30,M,Uneducated,Divorced,22,12539,2643,72,0,0
39,M,High School,Married,25,8208,3135,39,80000,120000
42,M,Doctorate,Married,32,26222,1988,30,80000,120000
55,M,College,Divorced,36,34173,3731,69,80000,120000
57,F,Graduate,Married,49,3377,1621,32,40000,60000
53,M,Graduate,Married,43,5882,1380,30,120000,120000
51,M,Graduate,Married,40,7158,2113,60,80000,120000
47,M,Graduate,Married,41,5833,3732,75,0,40000
26,F,High School,Single,36,4152,2351,42,40000,60000
37,M,High School,Single,24,11699,2007,46,40000,60000
45,F,Uneducated,Single,35,4505,3968,68,40000,60000
55,M,Uneducated,Single,48,7667,3915,76,60000,80000
37,M,Graduate,Single,28,34516,2574,62,120000,120000
36,F,Graduate,Single,31,2937,2511,51,0,40000
36,F,High School,Single,36,5257,2822,73,0,40000
39,M,High School,Single,28,10331,3695,81,60000,80000
47,M,Uneducated,Married,36,17557,2142,62,60000,80000
56,F,Graduate,Married,48,4366,1596,37,0,40000
56,F,Uneducated,Single,46,8037,3271,71,0,0
38,M,Unknown,Married,25,8740,2169,38,0,40000
49,M,Graduate,Single,36,8514,4098,74,120000,120000
36,F,Uneducated,Single,26,2002,2411,60,0,40000
51,F,High School,Married,35,3132,3607,60,0,40000
26,F,College,Married,13,2010,3625,85,40000,60000
34,M,Graduate,Married,23,7567,2361,45,80000,120000
56,M,High School,Single,40,2381,1920,46,40000,60000
43,M,Graduate,Married,31,34516,4976,88,120000,120000
47,F,Uneducated,Single,42,16411,3929,71,0,0
42,F,High School,Single,19,0,3786,67,0,40000
38,M,College,Married,30,3735,1837,47,80000,120000
55,M,Post-Graduate,Single,37,22127,3591,63,60000,80000
28,F,College,Married,36,5685,2395,62,0,0
62,M,Uneducated,Single,50,7348,3066,61,40000,60000
52,M,Doctorate,Married,34,11188,2109,47,120000,120000
44,M,Unknown,Single,37,3650,4599,75,120000,120000
29,F,Post-Graduate,Single,36,5076,2675,57,0,40000
48,M,Doctorate,Unknown,38,32658,2023,37,60000,80000
43,M,Uneducated,Married,36,28634,4549,68,80000,120000
49,F,Post-Graduate,Single,36,3414,1803,49,0,40000
43,M,High School,Married,23,12315,2028,51,80000,120000
41,F,Uneducated,Married,36,2690,3636,68,40000,60000
43,M,Graduate,Single,31,12165,4066,74,80000,120000
51,F,Graduate,Single,46,1792,3102,63,0,40000
37,M,Doctorate,Single,30,19300,2660,70,80000,120000
37,M,College,Divorced,24,8120,3161,54,40000,60000
49,M,High School,Married,36,2292,2584,60,80000,120000
36,M,Uneducated,Married,25,21434,2143,46,80000,120000
50,F,Graduate,Unknown,43,3424,4929,74,0,40000
64,M,Unknown,Married,51,2787,1662,39,0,40000
36,F,College,Single,30,8696,2847,67,0,0
45,M,High School,Married,35,32446,1717,39,120000,120000
41,M,Graduate,Married,36,9133,4101,88,80000,120000
47,M,Graduate,Single,37,5116,2361,49,80000,120000
39,M,Post-Graduate,Married,31,18974,2783,56,80000,120000
51,M,Uneducated,Single,45,12101,2086,44,120000,120000
55,F,High School,Single,46,5379,1778,40,40000,60000
57,M,Graduate,Single,49,32676,3990,88,120000,120000
36,M,Doctorate,Divorced,31,34516,2243,60,120000,120000
35,M,Unknown,Married,36,15202,3143,60,120000,120000
38,F,Unknown,Single,23,2222,1823,49,0,40000
39,F,Graduate,Single,34,5858,3355,77,40000,60000
65,F,Graduate,Married,56,2692,1594,36,40000,60000
51,F,Uneducated,Married,45,7165,3553,78,0,40000
50,F,High School,Married,38,0,4740,81,0,40000
38,M,Graduate,Single,32,26988,3732,70,60000,80000
36,F,Unknown,Single,26,2517,3569,62,0,40000
41,M,Uneducated,Married,28,11091,1234,34,40000,60000
40,F,Graduate,Single,27,10745,3502,87,0,40000
40,F,Doctorate,Married,36,34516,3146,66,0,0
26,M,Unknown,Single,20,2590,2804,52,0,40000
46,F,Uneducated,Single,35,2722,3129,69,0,40000
49,F,Graduate,Married,36,8228,4277,80,0,40000
38,M,Unknown,Divorced,33,11777,2763,62,80000,120000
49,M,Graduate,Married,39,34516,3951,76,80000,120000
38,M,Graduate,Divorced,24,14821,2876,60,80000,120000
36,M,Unknown,Single,23,0,2186,59,0,40000
34,F,Unknown,Single,21,6131,2825,93,0,40000
52,M,Graduate,Single,47,2047,3452,66,80000,120000
40,M,Graduate,Single,34,22380,3756,73,80000,120000
36,M,Uneducated,Married,31,12893,2300,60,80000,120000
53,M,High School,Single,47,3351,4294,66,0,40000
40,F,Unknown,Married,36,5093,2341,57,0,40000
54,M,Graduate,Married,44,0,1585,37,40000,60000
34,M,College,Single,20,2165,2651,81,60000,80000
62,F,Unknown,Single,54,1927,4199,77,0,40000
39,F,College,Single,36,22125,1994,57,0,0
50,M,Graduate,Married,42,34516,1756,35,120000,120000
36,M,Uneducated,Divorced,28,5260,2546,62,120000,120000
56,F,Graduate,Married,48,0,1336,32,0,40000
44,F,Graduate,Single,30,4333,1558,40,40000,60000
45,M,College,Married,32,6637,1801,48,0,40000
36,M,Graduate,Single,28,3174,3140,74,120000,120000
44,F,Uneducated,Married,36,4396,3942,69,0,40000
52,M,Graduate,Single,48,34516,1661,40,80000,120000
50,F,Graduate,Married,37,0,3637,80,0,40000
53,F,Graduate,Single,43,6853,2833,70,0,40000
36,F,Unknown,Married,24,2570,1755,42,0,40000
27,F,College,Divorced,15,2166,3563,70,0,40000
31,F,College,Divorced,27,3647,2271,60,0,0
36,M,Unknown,Single,36,11684,2969,88,60000,80000
41,M,High School,Single,28,4475,3367,66,60000,80000
28,M,Uneducated,Single,18,16604,2580,61,60000,80000
59,M,High School,Married,53,5446,1505,33,40000,60000
43,M,Uneducated,Unknown,31,28700,3395,71,80000,120000
41,M,Unknown,Married,30,2888,3798,58,60000,80000
46,M,Graduate,Married,34,9451,3179,79,60000,80000
51,M,Unknown,Married,43,13933,3504,62,80000,120000
44,M,High School,Married,33,6130,3411,78,0,40000
40,M,Graduate,Married,36,15008,3943,85,60000,80000
32,M,High School,Married,18,4583,2395,57,40000,60000
48,M,Uneducated,Single,37,5268,2138,40,40000,60000
58,M,Unknown,Married,51,14976,1599,36,60000,80000
37,F,High School,Single,25,2282,2751,68,0,40000
51,M,Unknown,Married,36,5130,1434,31,80000,120000
43,F,Unknown,Married,31,5702,3928,75,0,40000
41,M,Uneducated,Single,30,14480,1616,43,80000,120000
51,M,Graduate,Divorced,41,7570,3849,70,40000,60000
52,M,Doctorate,Married,38,12878,1968,59,80000,120000
61,M,High School,Single,48,26218,3925,88,60000,80000
49,M,Post-Graduate,Single,36,34516,3422,78,120000,120000
36,F,High School,Single,23,2804,2812,77,0,0
35,M,Graduate,Married,25,5801,2987,52,40000,60000
63,F,High School,Married,53,2271,1550,33,0,40000
36,F,Post-Graduate,Married,23,3107,2720,48,0,40000
33,F,Graduate,Single,22,2001,3162,99,0,40000
33,M,Graduate,Single,26,0,2557,55,80000,120000
65,M,High School,Single,36,4465,4044,66,0,0
61,M,Graduate,Married,55,3264,1665,32,60000,80000
44,M,Graduate,Unknown,34,26856,4222,75,80000,120000
38,M,Doctorate,Single,29,34516,4238,85,80000,120000
41,M,Uneducated,Single,32,21756,3063,71,80000,120000
44,F,Uneducated,Married,26,4726,3658,70,0,40000
41,M,Unknown,Single,32,34516,1727,35,60000,80000
45,F,Unknown,Single,41,5596,3212,64,0,40000
37,M,Post-Graduate,Single,27,15326,2990,55,80000,120000
51,M,Unknown,Single,38,11373,1976,35,80000,120000
65,M,Uneducated,Single,54,2644,3495,70,0,40000
37,F,Graduate,Single,27,2673,3052,63,40000,60000
54,M,Unknown,Married,36,7477,1543,34,60000,80000
46,M,Graduate,Married,33,16227,4314,67,80000,120000
41,M,Unknown,Single,34,19110,4478,76,80000,120000
49,M,Unknown,Single,37,2993,4089,72,40000,60000
51,M,Graduate,Married,40,3290,3591,80,80000,120000
50,F,High School,Single,39,11176,2682,64,0,40000
48,F,High School,Married,36,21416,4221,75,0,0
53,M,Graduate,Married,41,2492,1606,32,80000,120000
54,M,Post-Graduate,Single,38,14265,3982,58,60000,80000
46,F,Unknown,Single,35,16985,2961,56,40000,60000
47,F,High School,Single,38,7469,3150,70,0,40000
52,F,Graduate,Married,36,4592,1470,33,0,40000
43,F,Graduate,Single,32,4341,3825,63,0,40000
41,M,Uneducated,Divorced,36,34516,4077,67,80000,120000
34,M,Post-Graduate,Unknown,23,27710,4014,73,60000,80000
33,F,College,Single,17,13431,2338,71,0,40000
49,M,High School,Unknown,36,2645,4251,69,60000,80000
44,M,Doctorate,Single,35,14028,3683,73,120000,120000
36,M,Uneducated,Divorced,28,34516,3030,74,80000,120000
37,M,High School,Single,31,5699,2835,57,80000,120000
46,M,Unknown,Divorced,34,16284,3018,75,120000,120000
65,M,Uneducated,Single,56,3226,3250,70,0,40000
52,M,College,Married,36,2803,3142,64,80000,120000
50,M,Uneducated,Married,30,34516,2776,59,120000,120000
59,M,Uneducated,Single,53,2192,4010,79,0,40000
37,F,Unknown,Single,29,8318,3676,77,0,0
40,M,Graduate,Unknown,30,6391,2323,44,60000,80000
40,F,High School,Married,31,4736,3927,73,0,40000
59,M,Doctorate,Single,49,9944,3159,69,60000,80000
52,F,College,Married,47,4717,2349,66,40000,60000
43,F,Unknown,Unknown,34,12778,3337,69,0,0
48,M,Graduate,Married,38,16920,3275,60,60000,80000
45,F,Graduate,Unknown,35,3240,1904,41,0,40000
30,F,Graduate,Divorced,17,4704,3294,87,0,40000
41,F,High School,Single,32,14987,4470,83,40000,60000
51,M,Unknown,Single,34,3554,3640,59,80000,120000
46,M,Graduate,Married,42,9227,3948,74,120000,120000
50,M,Unknown,Married,40,7522,2533,62,120000,120000
31,F,College,Married,21,1677,3059,50,0,40000
48,M,High School,Single,40,2319,3739,68,60000,80000
39,F,Unknown,Married,29,2722,3205,49,0,40000
50,F,Unknown,Married,39,2046,3446,71,0,40000
47,M,Unknown,Single,37,34516,2851,80,80000,120000
53,M,High School,Single,42,18531,2484,52,80000,120000
45,M,Graduate,Married,36,4112,2949,54,40000,60000
46,M,Graduate,Single,34,34516,4143,68,120000,120000
34,M,Graduate,Single,22,34516,2759,65,80000,120000
39,M,Uneducated,Married,28,4683,2010,45,0,40000
62,M,Unknown,Married,48,0,1406,27,40000,60000
53,F,Uneducated,Married,36,4224,1458,29,0,40000
51,M,Graduate,Married,32,7133,2689,62,60000,80000
34,F,High School,Single,22,10253,3042,66,0,0
44,F,Doctorate,Single,25,4210,4248,65,40000,60000
49,M,High School,Single,42,12630,4084,66,120000,120000
26,M,Graduate,Divorced,36,21084,2309,71,0,0
56,F,College,Single,52,3639,1865,42,0,40000
52,M,High School,Divorced,36,31945,3650,62,120000,120000
65,F,High School,Single,56,5894,1616,32,0,0
65,F,Unknown,Single,54,2209,3292,52,0,40000
35,M,College,Single,26,23447,2834,77,60000,80000
48,M,Graduate,Single,30,4180,3750,76,80000,120000
53,F,Graduate,Single,39,4930,4224,77,40000,60000
38,M,Uneducated,Married,18,3417,2068,34,60000,80000
50,F,College,Single,45,4785,3651,59,0,40000
46,M,Uneducated,Married,33,12685,4454,74,0,40000
48,M,Graduate,Single,35,21374,4100,79,80000,120000
36,M,Graduate,Married,28,1911,1965,49,60000,80000
41,F,Post-Graduate,Single,35,8666,3593,71,0,40000
60,M,Unknown,Married,54,2759,1650,34,60000,80000
49,F,Unknown,Single,41,5984,1838,42,0,0
45,F,High School,Unknown,36,23000,3886,70,0,0
36,M,College,Single,25,0,2882,68,60000,80000
49,M,Graduate,Married,36,2976,3332,60,0,40000
43,M,High School,Single,36,34516,1996,48,120000,120000
58,M,High School,Married,53,0,1539,40,60000,80000
46,M,High School,Divorced,36,16099,3656,88,80000,120000
50,M,Graduate,Single,36,19595,3811,62,80000,120000
43,M,Graduate,Single,25,13193,4071,64,60000,80000
57,F,College,Single,36,8184,4134,71,40000,60000
30,M,Unknown,Married,13,2607,1719,45,0,40000
48,F,Unknown,Married,37,5758,4422,76,0,40000
51,M,Doctorate,Single,36,25873,3920,84,120000,120000
46,M,Unknown,Divorced,37,2695,4068,53,60000,80000
46,M,College,Married,32,20860,3435,56,80000,120000
45,M,Unknown,Married,30,1892,4558,60,40000,60000
52,M,College,Married,33,27751,1427,25,80000,120000
48,M,Graduate,Married,38,34516,3661,71,80000,120000
47,M,Unknown,Single,37,24580,3069,62,80000,120000
49,M,High School,Married,38,29893,2063,48,80000,120000
43,M,Unknown,Married,33,21165,3343,60,80000,120000
47,F,Uneducated,Single,33,9148,3451,59,40000,60000
55,M,Unknown,Married,46,10979,1425,33,80000,120000
41,F,Post-Graduate,Married,33,6519,3088,65,0,40000
44,M,High School,Married,36,2509,3166,72,80000,120000
35,F,Uneducated,Married,36,2664,3135,59,0,40000
40,F,Unknown,Married,28,14999,3441,69,0,0
32,F,High School,Single,13,10332,2914,67,0,40000
50,M,Unknown,Married,36,10226,3321,57,60000,80000
38,M,College,Single,34,12050,2381,40,60000,80000
39,M,High School,Single,22,26124,4199,92,120000,120000
48,F,Graduate,Divorced,31,9816,3489,81,0,40000
52,F,College,Single,40,2783,3897,74,0,40000
49,M,Graduate,Unknown,36,15942,1742,41,60000,80000
46,F,Graduate,Single,39,12222,3418,78,0,40000
38,F,Doctorate,Married,26,4002,2114,53,0,40000
60,M,College,Single,53,34516,3261,64,80000,120000
48,M,High School,Single,36,10227,3577,82,80000,120000
45,F,Graduate,Single,34,4265,3244,62,0,40000
47,M,Unknown,Unknown,36,13867,4297,68,60000,80000
43,M,Doctorate,Divorced,34,2243,4023,63,40000,60000
41,F,Graduate,Married,36,11239,3978,89,40000,60000
53,M,Unknown,Single,45,22558,3855,70,60000,80000
50,M,Post-Graduate,Married,36,34516,2687,64,120000,120000
56,M,Graduate,Married,36,23510,1661,35,80000,120000
63,F,Uneducated,Unknown,55,1651,4050,58,40000,60000
53,F,High School,Single,41,8693,4755,69,0,40000
35,F,High School,Married,30,4549,1914,33,0,40000
51,M,College,Married,33,3558,4136,65,80000,120000
51,F,Graduate,Single,37,7176,1375,33,0,40000
44,M,Unknown,Single,38,34516,4614,76,80000,120000
38,M,Graduate,Single,25,18293,2958,63,60000,80000
40,F,Graduate,Divorced,23,18332,4095,67,0,0
48,M,Graduate,Divorced,43,6383,4462,88,80000,120000
42,F,High School,Single,31,13441,1894,49,0,40000
50,M,Graduate,Married,43,20114,4740,88,120000,120000
54,F,Graduate,Single,43,2019,1689,36,0,40000
38,M,High School,Single,33,34516,4533,78,60000,80000
55,M,Post-Graduate,Single,47,0,1427,36,80000,120000
46,M,High School,Married,36,8017,1657,43,60000,80000
49,F,Doctorate,Married,36,8519,3698,65,0,0
38,M,Unknown,Single,33,34516,3514,63,80000,120000
50,M,Uneducated,Divorced,39,9474,3240,54,60000,80000
40,F,Graduate,Single,27,6587,4160,70,0,40000
32,M,High School,Single,36,2999,3018,80,60000,80000
49,M,Graduate,Single,32,7154,3607,59,60000,80000
53,M,Post-Graduate,Married,43,4039,1494,36,80000,120000
57,M,Graduate,Married,46,5516,1532,24,80000,120000
